video ID,uploader,age,category,length,views,rate,ratings,comments,Related IDs
C0f2dHJ6A18,vlogkarate,721,Comedy,124,1510728,4.4,7565,3502,"rziIF1byVms,aIl_m9Q8i-M,ZM9YgjrN-7I,snk-An1ZuJA,z_BqWHX1bSM,Ryt3jCEiOZA,8Cz_HEh6L3k,lFH9hN3K-Js,dmYYTownZEQ,BwEakCm3c1c,jIoGyESknng,k93suUhwfXw,DTg6n5EV6jI,QnoLALdjZBU,34RGjnTIi7w,h2W03sKKp7o,vM_nTgG8chQ,JnF5-boed9c,bQpgh2an1KU,Zr2XKAEI0oQ"
wTNlWRbRtS0,xgobobeanx,721,Comedy,404,951650,2.65,2914,2336,"lSqhBqmqz4w,INEqI_e6hR8,68g7oUPjdbI,E9oCH3DEvV4,WLENMMililk,ptiaOONdsUM,8FyuNYxFjtA,Qd-aTsqvqJQ,oAFV0s9NhJc,Zwprh_SvTa8,5wdN3S9ocT8,77ey1aWDnyY,VW0OgGmODKk,ag06IgVN60k,OEFAy19GE4c,ziXvZMacVLc,NrAwK9juhhY,SpwVD78cpOE,AyRIADq3Nx4,HoRY3ZjiNLU"
